drugName,smilesString
Buprenorphine hydrochloride,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O.Cl
Naltrexone,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
Tafenoquine,CC1=CC(=NC2=C1C(=C(C=C2NC(C)CCCN)OC)OC3=CC=CC(=C3)C(F)(F)F)OC
Saquinavir mesylate,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O.CS(=O)(=O)O
Etoximir,CCOC(=O)C1(CO1)CCCCCCOC2=CC=C(C=C2)Cl
Ppads,CC1=C(C(=C(C(=N1)N=NC2=C(C=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)COP(=O)(O)O)C=O)O
Suramin,CC1=C(C=C(C=C1)C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)C4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C
Primaquine,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2
SMDC914896,C1CC2(CCC1C3=C(C4=CC=CC=C4C(=O)C3=O)O)OC5(C6CC7CC(C6)CC5C7)OO2
TRO 19622,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4=CC(=NO)CCC34C)C
cyclosporin A,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
Ru360,C(=O)O.C(=O)O.[NH2-].[NH2-].[NH2-].[NH2-].[NH2-].[NH2-].[NH2-].[NH2-].O.[Cl-].[Cl-].[Cl-].[Ru+5].[Ru+5]
SMDC873969,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)OC(=O)OC4CCCC5(C4)OC6(C7CC8CC(C7)CC6C8)OO5
Mitomycine,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
ibrutinib,C=CC(=O)N1CCCC(C1)N2C3=C(C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=NC=N3)N
JNK-IN-8,CC1=C(C=CC(=C1)NC(=O)C2=CC(=CC=C2)NC(=O)C=CCN(C)C)NC3=NC=CC(=N3)C4=CN=CC=C4
Thioguanine,C1=NC2=C(N1)C(=S)N=C(N2)N
Uracil mustard,C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl
Daunorubicin hydrochloride,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O.Cl
Dexrazoxane,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
Sunitinib (free base),CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
Lapatinib ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
Vorinostat,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
Azacitidine,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N
7-Ethyl-10-hydroxycamptothecin,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)O
Gemcitabine hydrochloride,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl
Imatinib mesylate,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
Tamoxifen citrate,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
2-Fluoro Ara-A,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F
Cytarabine hydrochloride,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O.Cl
Sorafenib tosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
Triethylenemelamine,C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4
Zoledronic acid,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
Doxorubicin hydrochloride,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl
Plicamycin,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O
bendamustine hydrochloride,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O.Cl
Quinacrine hydrochloride,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC
Aminolevulinic acid hydrochloride,C(CC(=O)O)C(=O)CN.Cl
Pipobroman,C1CN(CCN1C(=O)CCBr)C(=O)CCBr
Mitomycin,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
Ifosfamide,C1CN(P(=O)(OC1)NCCCl)CCCl
Amifostine,C(CN)CNCCSP(=O)(O)O
Dactinomycin,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C
Mercaptopurine,C1=NC2=C(N1)C(=S)N=CN2
Mechlorethamine hydrochloride,CN(CCCl)CCCl.Cl
PF562271,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C
(+)-JQ1,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C
I-BET,CCNC(=O)CC1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C
ABT-888,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N
L778123,C1CN(C(=O)CN1CC2=CN=CN2CC3=CC=C(C=C3)C#N)C4=CC(=CC=C4)Cl.Cl
PD325901,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O
AZD1775,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O
MK-4827,C1CC(CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N
MK-8669,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OP(=O)(C)C)C)C)O)OC)C)C)C)OC
Dinaciclib,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO
Sunitinib,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
Zolinza,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
Topotecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
5-FU,C1=C(C(=O)NC(=O)N1)F
MRK-003,C1CC2CC3=C(CC1C24CN(S(=O)(=O)N4)CC(F)(F)F)C=CC(=C3)C=CCN5CCC(CC5)C(F)(F)F
MK-4541,CC12CCC3C(C1CCC2NC(=O)OCC(F)(F)F)CCC4C3(C=CC(=O)N4C)C
6-Thioguanine,C1=NC2=C(N1)C(=S)N=C(N2)N
Vinblastine Sulfate Hydrate,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O
Arsenic trioxide,O[As](O)O
Pemetrexed Disodium ,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Na+].[Na+]
Estramustine phosphate sodium,CC12CCC3C(C1CCC2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+].[Na+]
Erlotinib hydrochloride,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC.Cl
4'-Epiadriamycin,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O
Pazopanib hydrochloride,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl
3-AMINO-2-OXAZOLIDINONE,C1COC(=O)N1N
PRAMIPEXOLE,CCCNC1CCC2=C(C1)SC(=N2)N
TIZOXANIDE,C1=CC=C(C(=C1)C(=O)NC2=NC=C(S2)[N+](=O)[O-])O
ACAMPROSATE,CC(=O)NCCCS(=O)(=O)O
PYRIDOSTIGMINE BROMIDE,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]
ALISKIREN,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N
CYCLOGUANIL,CC1(N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N)C
PENTOLINIUM TARTRATE,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C.C(C(C(=O)[O-])O)(C(=O)O)O.C(C(C(=O)[O-])O)(C(=O)O)O
CITALOPRAM,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CHLORPHENESIN,C1=CC(=CC=C1OCC(CO)O)Cl
PYRAZINOIC ACID,C1=CN=C(C=N1)C(=O)O
DIPHENIDOL,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
DOPAMINE,C1=CC(=C(C=C1CCN)O)O
EZETIMIBE GLUCURONIDE,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)OC5C(C(C(C(O5)C(=O)O)O)O)O
ETHINYL ESTRADIOL,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O
DEXTROMETHORPHAN,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
NITROSOGLUTATHIONE,C(CC(=O)NC(CSN=O)C(=O)NCC(=O)O)C(C(=O)O)N
TACROLIMUS,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
CEFMENOXIME,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
OLMESARTAN MEDOXOMIL,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O
RUFINAMIDE,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
CEVIMELINE,CC1OC2(CN3CCC2CC3)CS1
PINACIDIL,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1
GUANFACINE,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
CINACALCET,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F
ZALEPLON,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C
NORCISAPRIDE,COC1CNCCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl
AZATADINE,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1
TRIHEXYPHENIDYL,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
TESTOLACTONE,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C
DOXAPRAM,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4
ACETOHEXAMIDE,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
FOSCARNET,C(=O)(O)P(=O)(O)O
CLOPIDOGREL,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
CILASTATIN,CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C
OXYPHENONIUM BROMIDE,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.[Br-]
PROBENECID,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
METYROSINE,CC(CC1=CC=C(C=C1)O)(C(=O)O)N
ALBENDAZOLE,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
VALPROIC ACID,CCCC(CCC)C(=O)O
DEXMEDETOMIDINE,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C
TERAZOSIN,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
ABACAVIR,C1CC1NC2=NC(=NC3=C2N=CN3C4CC(C=C4)CO)N
ILOPROST,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O
NOVOBIOCIN,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O
6-HYDROXYBUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2O)CCCCN3CCN(CC3)C4=NC=CC=N4
TRIFLUPROMAZINE,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
ENTACAPONE,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N
ATENOLOL,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
FOSFOMYCIN,CC1C(O1)P(=O)(O)O
SPIRONOLACTONE,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C
MECAMYLAMINE,CC1(C2CCC(C2)C1(C)NC)C
CISAPRIDE,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F
ARMODAFINIL,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
HYDROXYCHLOROQUINE,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO
DEXCHLORPHENIRAMINE,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
PENTAMIDINE,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
OSELTAMIVIR,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC
4-AMINOSALICYLIC ACID,C1=CC(=C(C=C1N)O)C(=O)O
TRIAMTERENE,C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N
SILDENAFIL,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
TOLAZOLINE,C1CN=C(N1)CC2=CC=CC=C2
RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
PARGYLINE,CN(CC#C)CC1=CC=CC=C1
ACETAZOLAMIDE,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
PROCARBAZINE,CC(C)NC(=O)C1=CC=C(C=C1)CNNC
DESOXYCORTICOSTERONE PIVALATE,CC12CCC3C(C1CCC2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CCC34C
LOPERAMIDE,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
AMILORIDE,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
MEMANTINE,CC12CC3CC(C1)(CC(C3)(C2)N)C
EFLORNITHINE,C(CC(C(F)F)(C(=O)O)N)CN
CARGLUMIC ACID,C(CC(=O)O)C(C(=O)O)NC(=O)N
METHYCLOTHIAZIDE,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl
RIBAVIRIN 5'-TRIPHOSPHATE,C1=NC(=NN1C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)C(=O)N
A77 1726,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O
MINOXIDIL SULFATE,C1CCN(CC1)C2=CC(=[N+](C(=N2)N)OS(=O)(=O)[O-])N
FENOPROFEN,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
DRONEDARONE,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC
IMIPRAMINE,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
PHENSUXIMIDE,CN1C(=O)CC(C1=O)C2=CC=CC=C2
CLOFIBRIC ACID,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl
GALANTAMINE,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
BOSENTAN,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
TRIFLUOPERAZINE,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
HYDROXYMETRONIDAZOLE,C1=C(N(C(=N1)CO)CCO)[N+](=O)[O-]
HYDRALAZINE,C1=CC=C2C(=C1)C=NN=C2NN
IBUTILIDE,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
TRAZODONE,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
VARENICLINE,C1C2CNCC1C3=CC4=NC=CN=C4C=C23
SUMATRIPTAN,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
EPTIFIBATIDE,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N
ISOSORBIDE DINITRATE,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
MESALAZINE,C1=CC(=C(C=C1N)C(=O)O)O
ENALAPRILAT,CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O
NIZATIDINE,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
PAROMOMYCIN,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
TACRINE,C1CCC2=NC3=CC=CC=C3C(=C2C1)N
LEVAMISOLE,C1CSC2=NC(CN21)C3=CC=CC=C3
PALONOSETRON,C1CC2CN(C(=O)C3=C2C(=CC=C3)C1)C4CN5CCC4CC5
SUCCINYLCHOLINE CHLORIDE,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]
METAXALONE,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
CARBACHOL,C[N+](C)(C)CCOC(=O)N.[Cl-]
DIDEOXYCYTIDINE 5'-TRIPHOSPHATE,C1CC(OC1COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N2C=CC(=NC2=O)N
NABILONE,CCCCCCC(C)(C)C1=CC2=C(C3CC(=O)CCC3C(O2)(C)C)C(=C1)O
OSELTAMIVIR ACID,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)O
PAMIDRONIC ACID,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
ETHAMBUTOL,CCC(CO)NCCNC(CC)CO
METHYLERGONOVINE,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
MEPHENYTOIN,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
TETRACYCLINE,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
TINIDAZOLE,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
LITHIUM CITRATE,[Li+].[Li+].[Li+].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O
LIOTHYRONINE,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O
FURAZOLIDONE,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
MIGLUSTAT,CCCCN1CC(C(C(C1CO)O)O)O
TIAGABINE,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C
DIHYDROARTEMISININ,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C
ASENAPINE,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24
PHENPROCOUMON,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
DICHLORPHENAMIDE,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N
SERTRALINE,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
BACLOFEN,C1=CC(=CC=C1C(CC(=O)O)CN)Cl
THEOPHYLLINE,CN1C2=C(C(=O)N(C1=O)C)NC=N2
BRETYLIUM TOSYLATE,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-]
AMANTADINE,C1C2CC3CC1CC(C2)(C3)N
(+/-)-SULFINPYRAZONE,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4
CANRENONE,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C
GUANADREL,C1CCC2(CC1)OCC(O2)CN=C(N)N
DIETHYLCARBAMAZINE,CCN(CC)C(=O)N1CCN(CC1)C
MECLOFENAMIC ACID,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl
BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
PIPERAZINE HEXAHYDRATE,C1CNCCN1.O.O.O.O.O.O
MEBUTAMATE,CCC(C)C(C)(COC(=O)N)COC(=O)N
ULIPRISTAL ACETATE,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C
SODIUM DIETHYLDITHIOCARBAMATE TRIHYDRATE,CCN(CC)C(=S)[S-].O.O.O.[Na+]
TRIMETHOBENZAMIDE,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
ISOPROTERENOL,CC(C)NCC(C1=CC(=C(C=C1)O)O)O
ACETOHYDROXAMIC ACID,CC(=O)NO
DANTROLENE,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]
ELTROMBOPAG,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)NN=C3C=CC=C(C3=O)C4=CC(=CC=C4)C(=O)O)C
MAPROTILINE,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
DIAZOXIDE,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
OXYPHENBUTAZONE,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
CHLORZOXAZONE,C1=CC2=C(C=C1Cl)NC(=O)O2
PYRVINIUM CHLORIDE DIHYDRATE,CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.O.O.[Cl-]
CERIVASTATIN,CC(C)C1=C(C(=C(C(=N1)C(C)C)C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)COC
DIGITOXIN,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O
CHEMBL17639,C1C(C(OC1N2C=NC3=C2N=C(N=C3N)Cl)CO)O
5-FLUORO-2'-DEOXYURIDINE,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O
AZACYTIDINE,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N
RALOXIFENE,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
34793-34-5,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N
NSC733504,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC
ANTIBIOTIC AD 32,CCCCC(=O)OCC(=O)C1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O
FLUDARABINE BASE,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F
CHEMBL277800,C1=NC2=C(N1C3C(C(C(O3)CO)O)F)N=C(N=C2N)Cl
GEMZAR (LILLY),C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl
BLEOMYCIN,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
NSC141540,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
