drugName,smilesString
tg100713,C1=CC(=CC(=C1)O)C2=CN=C3C(=N2)C(=NC(=N3)N)N
zaldaride,CC1(C2=CC=CN2C3=CC=CC=C3CO1)CN4CCC(CC4)N5C6=CC=CC=C6NC5=O
chembl3348982,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)O
edo-s101,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCCCCC(=O)NO
chembl1824695,CC1=C(C(=NN1CC2=CC=CC=C2Cl)C)CN(C)CC(COC3=CC=C(C=C3)Cl)O
milciclib (pha-848125),CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C
dolutegravir (gsk1349572),CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O
carbenicillin disodium,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)[O-])C(=O)[O-])C.[Na+].[Na+]
cromolyn sodium,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+]
chembl317493,CCCN1CCOC2C1COC3=C2C=C(C=C3)O
vilazodone hcl,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N.Cl
chembl3348929,CC(C)(C)C(C(=O)N1CCCC1C(=O)NC(CC(=O)O)C#N)NC(=O)C2=CC(=C(C=C2)N)Cl
ouabain,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O
dl-carnitine hcl,C[N+](C)(C)CC(CC(=O)O)O.[Cl-]
rx-5902,COC1=CC(=CC(=C1)N2CCN(CC2)C(=O)NC3=NC4=C(C=CC(=C4)F)N=C3OC)OC
sf2523,C1COCCN1C2=CC(=O)C3=C(O2)C(=CS3)C4=CC5=C(C=C4)OCCO5
5-hydroxytryptophan (5-htp),C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N
sitaxsentan,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2
phenylbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
gnf-pf-1145,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
(phenylindolyl)maleimide deriv. 79,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC(=CC(=C4)Cl)Cl
acetarsone,CC(=O)NC1=C(C=CC(=C1)[As](=O)(O)O)O
buspirone hcl,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4.Cl
beclomethasone dipropionate,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC
zinc17545571,CC1=C(C(=O)OC(C1)C(C)C2CCC3C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C)CO
ncgc00346436-01,CC(C)(C1CNCC1NC2=NC(=NC3=CC(=C(C=C32)OC)OC)C4=C(C=CC(=C4)F)O)O
ciclopirox ethanolamine,CC1=CC(=O)N(C(=C1)C2CCCCC2)O.C(CO)N
zoledronic acid hydrate,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O.O
terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
ly2584702,CN1C=C(N=C1C2CCN(CC2)C3=NC=NC4=C3C=NN4)C5=CC(=C(C=C5)F)C(F)(F)F
ambroxol hcl,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O.Cl
5852-78-8,C1=CC2=C(C=CC(=C2N=C1)O)C(=O)O
17-aag (tanespimycin),CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)C)OC)OC(=O)N)C)C)O)OC
difloxacin hcl,CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F.Cl
gw0742,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F)C)OCC(=O)O
bqu57,CC1=NN(C2=C1C(C(=C(O2)N)C#N)C3=CC=C(C=C3)C(F)(F)F)C
unc3866,CCN(CC)CCCCC(C(=O)NC(CO)C(=O)OC)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)C(C)(C)C
c-myc inhibitor,CCC1=CC=C(C=C1)C=C2C(=O)NC(=S)S2
mek162,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO
tandutinib (mln518),CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5
ncgc00017254-02,CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O
her2-inhibitor-1,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)C4=CC=C(O4)CNCCS(=O)(=O)C)OC5=CC6=NC=NN6C=C5
ibandronate sodium monohydrate,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-].O.[Na+]
candesartan cilexetil,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6
benserazide hcl,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O.Cl
10356-76-0,C1C(C(OC1N2C=C(C(=NC2=O)N)F)CO)O
mepivacaine hcl,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C.Cl
ly2811376,CC1(CCSC(=N1)N)C2=C(C=C(C(=C2)C3=CN=CN=C3)F)F
sr-01000075723,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
caffeine citrate,CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
1134156-31-2,C1=CC(=CC=C1COCC2C(C(C(O2)N3C4=NC=NC(=C4N=C3NCC5=CC(=C(C=C5)Cl)Cl)N)O)O)C#N
zinc139045355,C1CCC(CC1)C2CC2(C3=CC=C(C=C3)S(=O)(=O)C4CC4)C(=O)NC5=NC=C(S5)SCCN6CCCC6
romidepsinfk-228,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C
x-396,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=CC(=NN=C2N)C(=O)NC3=CC=C(C=C3)C(=O)N4CCN(CC4)C
tetrahydropapaverine hcl,COC1=C(C=C(C=C1)CC2C3=CC(=C(C=C3CCN2)OC)OC)OC.Cl
145158-71-0,CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC
dbeq,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)NCC4=CC=CC=C4
pd1-pdl1 inhibitor 2,CC1=C(C=CC=C1C2=CC=CC=C2)COC3=NC(=C(C=C3)CNCCNC(=O)C)OC
unii-s098k6hgd9,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=NNC(=O)CCCCCN6C(=O)C=CC6=O)CO)O)N)O.Cl
azd5438,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C
timolol maleate,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O.C(=CC(=O)O)C(=O)O
chembl39740,CCN(CC)CCCCNC1=NC2=CC(=C(C=C2N=C1C3=CC=C(S3)C4=CC=CS4)Cl)Cl
xylometazoline hcl,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl
928344-12-1,CC1=CC=CC=C1N2C(=O)C=CC(=N2)C3=C4NCC(CN4N=C3C5=CC=C(C=C5)F)CO
ft-207 (nsc 148958),C1CC(OC1)N2C=C(C(=O)NC2=O)F
ncgc00181306-03,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O
gsk256066,CC1=CC(=CC2=C(C(=CN=C12)C(=O)N)NC3=CC(=CC=C3)OC)S(=O)(=O)C4=CC=CC(=C4)C(=O)N(C)C
sodium phenylbutyrate,C1=CC=C(C=C1)CCCC(=O)[O-].[Na+]
neoprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O.C(CCN)CC(C(=O)O)N
ncgc00021305-08,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
schembl17680458,CC1CC(=O)NC2=CC=CC(=C2N1)C3=CN(N=C3)C(C)(C)C
vatalanib (ptk787) 2hcl,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4.Cl.Cl
ncgc00271415-02,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C
pramoxine hcl,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2.Cl
unc0646,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)C5CCCCC5)OC)OCCCN6CCCCC6
chembl3348869,CC=CCC=CCCC(=O)C1C(O1)C(=O)N
iwr-1-endo,C1C2C=CC1C3C2C(=O)N(C3=O)C4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5N=CC=C6
azd2461,COC1CCN(CC1)C(=O)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F
gw305074x,C1=CC2=C(C=C1I)C(=CC3=CC(=C(C(=C3)Br)O)Br)C(=O)N2
865362-74-9,C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CC5=C(NN=C5N=N4)N
1h-indole-5-carboxamide,C1=CC2=C(C=CN2)C=C1C(=O)N
amd 473,CC1=CC=CC=N1.N.Cl[Pt]Cl
bromfenac sodium,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)[O-].[Na+]
srt3025,COCCCC1=C(N=C(S1)C2=CC=CC=C2)C(=O)NC3=CC=CC=C3C4=NC5=C(S4)N=CC(=C5)CN6CCCC6
chembl3348919,CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C
adrenalone hcl,CNCC(=O)C1=CC(=C(C=C1)O)O.Cl
org 25935,CN(CC1CCC2=C(C1C3=CC=CC=C3)C=CC(=C2)OC)CC(=O)O
chembl359618,CS(=O)(=O)C1=CC=C(C=C1)C(CC2CCCC2)C(=O)NC3=NC=CS3
865231-46-5,CC#CC(CC(=O)O)C1=CC=C(C=C1)OCC2=CC(=CC=C2)C3=CC=C(C=C3)C(F)(F)F
85375-15-1,C1CC(CN(C1)CCC=C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)O.Cl
ncgc00346728-01,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C2CN=C(S2)C(C(C)CC)N)CC(=O)N)CC(=O)[O-])CC3=CN=CN3)CC4=CC=CC=C4
ara-furan-a,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
nafamostat mesylate,CS(=O)(=O)O.CS(=O)(=O)O.C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N
broxyquinoline,C1=CC2=C(C(=C(C=C2Br)Br)O)N=C1
sb525334,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=NC=CN=C4C=C3
chembl3348967,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C
ipratropium bromide,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]
nutlin-3b,CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl
821794-92-7,CC1=CC=C(C=C1)C2=C(N(C3=NC=NC(=C23)N)CCCO)C(=O)CF
camostat mesilate,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N.CS(=O)(=O)O
epz015666,C1CN(CC2=CC=CC=C21)CC(CNC(=O)C3=CC(=NC=N3)NC4COC4)O
carbazochrome sodium sulfonate (ac-17),CN1C(CC2=CC(=C(C=C21)O)N=NC(=O)N)S(=O)(=O)[O-].[Na+]
procaterol,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C
ncgc00346609-01,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
chembl3188572,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O
(e)-1-(4-((6-amino-5-((methoxyimino)methyl)pyrimidin-4-yl)oxy)-2-chlorophenyl)-3-ethylurea,CCNC(=O)NC1=C(C=C(C=C1)OC2=NC=NC(=C2C=NOC)N)Cl
aee788 (nvp-aee788),CCN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(N3)N=CN=C4NC(C)C5=CC=CC=C5
ncgc00263148-01,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O
chembl3348886,CN1C(=O)CC(NC1=O)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)N
wz4003,CCC(=O)NC1=CC(=CC=C1)OC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCN(CC4)C)OC
bgj398 (nvp-bgj398),CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl
ncgc00096095-02,C1=NC(=C2C(=N1)N(C(=N2)Cl)C3C(C(C(O3)CO)O)O)N
u-104,C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)S(=O)(=O)N)F
(-)-mk 801 maleate,CC12C3=CC=CC=C3CC(N1)C4=CC=CC=C24.C(=CC(=O)O)C(=O)O
1359164-11-6,C1CN(CCN1CC2=CC=C(C=C2)C3=C(C=C(C=C3)C(C(F)(F)F)(C(F)(F)F)O)F)CC4=CC=NC=C4
urapidil hcl,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC.Cl
342641-94-5,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
849675-66-7,COC1=C(C=C2CN(CCC2=C1)CCC3=CC=C(C=C3)N4N=C(N=N4)C5=CC(=C(C=C5NC(=O)C6=CC(=O)C7=CC=CC=C7O6)OC)OC)OC
guaifenesin,COC1=CC=CC=C1OCC(CO)O
gdc-0068,CC1CC(C2=C1C(=NC=N2)N3CCN(CC3)C(=O)C(CNC(C)C)C4=CC=C(C=C4)Cl)O
sulfamethazine,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C
indotecan hydrochloride,COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCN6CCOCC6)OC.Cl
ly3214996,CC1(C2=C(C=C(S2)C3=NC(=NC=C3)NC4=CC=NN4C)C(=O)N1CCN5CCOCC5)C
paricalcitol-d6,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C
357263-14-0,CC1CN(CCN1C(=O)C(=O)C2=CNC3=NC=CC(=C23)OC)C(=O)C4=CC=CC=C4
1202884-94-3,CN(C)CCN(C)C(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=NC4=C(C=CN4CC(F)(F)F)C(=N3)N5CCOCC5
56990-57-9,C1=CC2=C(C=C(C(=C2N=C1)O)N=NC3=CC4=C(C=C3)C=C(C=C4)S(=O)(=O)O)S(=O)(=O)O
amorolfine hcl,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C.Cl
1439901-97-9,CC#CC(=O)N1CCC(C1)N2C3=NC=NC(=C3N(C2=O)C4=CC=C(C=C4)OC5=CC=CC=C5)N.Cl
onx-0914 (pr-957),CC(C(=O)NC(CC1=CC=C(C=C1)OC)C(=O)NC(CC2=CC=CC=C2)C(=O)C3(CO3)C)NC(=O)CN4CCOCC4
gsk2256098,CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C
butoconazole,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl
153559-76-3,CC1=CC2=C(C=C1C3(CC3)C4=NC=C(C=C4)C(=O)O)C(CCC2(C)C)(C)C
closantel sodium,CC1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)[O-])Cl)C(C#N)C3=CC=C(C=C3)Cl.[Na+]
palomid 529 (p529),CC(C1=CC2=C(C=C1)C3=CC(=C(C=C3OC2=O)OCC4=CC=C(C=C4)OC)OC)O
gant 58,C1=CN=CC=C1C2=C(SC(=C2C3=CC=NC=C3)C4=CC=NC=C4)C5=CC=NC=C5
ncgc00183844-01,C1CC12CN(CC2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5CC5F)F
tylosin tartrate,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC.C(C(C(=O)O)O)(C(=O)O)O
145986-26-1,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F
29883-15-6,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O
berberine hcl,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.[Cl-]
benzyl n-{3-methyl-1-[(1-oxohexan-2-yl)carbamoyl]butyl}carbamate,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1
raf265 derivative,C1=CC(=CC=C1C(F)(F)F)NC2=NC3=C(N2)C=C(C=C3)OC4=CC(=NC=C4)C5=NC=C(N5)C(F)(F)F
xylose,C1C(C(C(C(O1)O)O)O)O
nithiamide,CC(=O)NC1=NC=C(S1)[N+](=O)[O-]
homatropine bromide,CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O.Br
mocetinostat (mgcd0103),C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4
tegaserod,CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC
zoxazolamine,C1=CC2=C(C=C1Cl)N=C(O2)N
183321-86-0,COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCO
ncgc00346589-01,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O
trimethyl glycine,C[N+](C)(C)CC(=O)O
elaiophylin,CCC1C(OC(CC1OC2CC(C(C(O2)C)O)O)(C(C)C(C(C)C3C(C=CC=CC(=O)OC(C(C=CC=CC(=O)O3)C)C(C)C(C(C)C4(CC(C(C(O4)C)CC)OC5CC(C(C(O5)C)O)O)O)O)C)O)O)C
(r)-etodolac,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O
barasertib (azd1152-hqpa),CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO
salbutamol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
brompheniramine hydrogen maleate,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O
chembl75474,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4N5C=NC6=CC=CC=C65)C)O
simurosertib,CC1=C(C=NN1)C2=CC3=C(S2)C(=O)NC(=N3)C4CC5CCN4CC5
ly2409881 trihydrochloride,CN1CCN(CC1)CCCNC2=NC=C(C(=N2)C3=CC4=C(C=CC=C4S3)C(=O)NC5CC5)Cl.Cl.Cl.Cl
cyclamic  acid,C1CCC(CC1)NS(=O)(=O)O
glyburide,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
2-({[4-(3-methoxypropoxy)-3-methylpyridin-2-yl]methyl}sulfinyl)benzimidazol-1-ide,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC
1044870-39-4,CC1=CC(=CC(=C1OCCO)C)C2=NC3=C(C(=CC(=C3)OC)OC)C(=O)N2
zm 336372,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)N(C)C)NC(=O)C3=CC=C(C=C3)O
dimesna,C(CS(=O)(=O)[O-])SSCCS(=O)(=O)[O-].[Na+].[Na+]
1022958-60-6,COC1=C(C=CC2=C1CCC(CC2)N3CCOCC3)NC4=NC=C(C(=N4)NC5C6CC(C5C(=O)N)C=C6)Cl
js-k,CCOC(=O)N1CCN(CC1)[N+](=NOC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])[O-]
xl335,CC(C)OC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC(=C(C=C4)F)F
at13387,CC(C)C1=CC(=C(C=C1O)O)C(=O)N2CC3=C(C2)C=C(C=C3)CN4CCN(CC4)C
zibotentan (zd4054),CC1=CN=C(C(=N1)OC)NS(=O)(=O)C2=C(N=CC=C2)C3=CC=C(C=C3)C4=NN=CO4
cetirizine dihcl,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl
hc-030031,CC(C)C1=CC=C(C=C1)NC(=O)CN2C=NC3=C2C(=O)N(C(=O)N3C)C
ibutamoren mesylate,CC(C)(C(=O)NC(COCC1=CC=CC=C1)C(=O)N2CCC3(CC2)CN(C4=CC=CC=C34)S(=O)(=O)C)N.CS(=O)(=O)O
schembl2227980,CC1=C(C=C(C=C1)C(=O)N)NC2=NC=CC(=N2)C3=CN(C4=C3C=CN=C4)C(C)C
chembl3348985,CC1CCCC2C(O2)CC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C
a 419259,CN1CCN(CC1)C2CCC(CC2)N3C=C(C4=C(N=CN=C43)N)C5=CC=C(C=C5)OC6=CC=CC=C6
schembl17378613,CCN(CC)CCCCNC1=NC=C2CN(C(=O)N(C2=N1)C)C3=C(C(=CC(=C3Cl)OC)OC)Cl
schembl16126186,C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=C(C=NN5)Cl)C(=O)C1
ncgc00347283-01,CC1=CC(=CC(=C1Cl)C)OCCCC2=C(N(C3=C2C=CC=C3C4=C(N(N=C4COC5=CC=C(C=C5)N6CCN(CC6)[S+](=O)(C)[O-])C)C)CC7=CN=CC=C7)C(=O)O
methyl-hesperidin,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)OC)O)O)O)O)O)O)O
talazoparib,CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F
chembl3348894,CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C
ki16425,CC1=NOC(=C1NC(=O)OC(C)C2=CC=CC=C2Cl)C3=CC=C(C=C3)CSCCC(=O)O
906673-24-3,B1(C2=C(CO1)C=C(C=C2)OC3=CC=C(C=C3)C#N)O
halcinonide,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C
abt-199 (gdc-0199),CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
bestatin,CC(C)CC(C(=O)O)NC(=O)C(C(CC1=CC=CC=C1)N)O
abt-263 (navitoclax),CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)NC(CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C
conivaptan,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6
dyclonine hcl,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2.Cl
vitamin c,C(C(C1C(=C(C(=O)O1)O)O)O)O
1037624-75-1,C1CCN(C1)C2CCC3=C(CC2)C=C(C=C3)NC4=NN(C(=N4)N)C5=NN=C6C(=C5)CCCC7=CC=CC=C76
butenafine hcl,CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32.Cl
triciribinephosphate,CN1C2=NC=NC3=C2C(=CN3C4C(C(C(O4)COP(=O)(O)O)O)O)C(=N1)N
zinc44963243,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
schembl2929203,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C
apoptosis activator 2,C1=CC=C2C(=C1)C(=O)C(=O)N2CC3=CC(=C(C=C3)Cl)Cl
cinchophen,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O
detomidine hcl,CC1=C(C(=CC=C1)CC2=CN=CN2)C.Cl
meticrane,CC1=CC2=C(C=C1S(=O)(=O)N)S(=O)(=O)CCC2
d-mannitol,C(C(C(C(C(CO)O)O)O)O)O
osthole,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C
chembl3188517,CC1=CC=CC=C1C(C(=O)NC2CCCCC2)N(C3=CC(=CC=C3)F)C(=O)CNC4=CC=C(C=C4)C#N
tolperisone hcl,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2.Cl
uk 383367,C1CCC(CC1)CCCC(CC(=O)NO)C2=NC(=NO2)C(=O)N
azelastine hcl,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl
